ID do canal,URL do canal,Título do canal
UCBAeFXaLV1ZqKqc-Uf3pKaA,http://www.youtube.com/channel/UCBAeFXaLV1ZqKqc-Uf3pKaA,WELT Documentary
UCBAtiokiAR1D320knY_yXyQ,http://www.youtube.com/channel/UCBAtiokiAR1D320knY_yXyQ,Italo Ferreira
UCBD4g77Q1iNyi5hhDjvyxVA,http://www.youtube.com/channel/UCBD4g77Q1iNyi5hhDjvyxVA,Bible Unbound
UCBH5VZE_Y4F3CMcPIzPEB5A,http://www.youtube.com/channel/UCBH5VZE_Y4F3CMcPIzPEB5A,Real Vision Presents
UCBJycsmduvYEL83R_U4JriQ,http://www.youtube.com/channel/UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee
UCBKGVVNbt1Be3tspNHp-6Cw,http://www.youtube.com/channel/UCBKGVVNbt1Be3tspNHp-6Cw,Talk Flow
UCBLBaTZqjr8-VEjXBnz7tOA,http://www.youtube.com/channel/UCBLBaTZqjr8-VEjXBnz7tOA,Macro Room
UCBM1LNJA7SCo0NHJMPY4E-Q,http://www.youtube.com/channel/UCBM1LNJA7SCo0NHJMPY4E-Q,Murilo Andrade | AIToBuilders
UCBOqkAGTtzZVmKvY4SwdZ2g,http://www.youtube.com/channel/UCBOqkAGTtzZVmKvY4SwdZ2g,China in Focus - NTD
UCBOyLupq3mR0Zw7VWCbautA,http://www.youtube.com/channel/UCBOyLupq3mR0Zw7VWCbautA,LaLa Libra
UCBQAI1ZhurW3nbtJR-gBBZg,http://www.youtube.com/channel/UCBQAI1ZhurW3nbtJR-gBBZg,Revista Oeste
UCBU8GKSd4NY0wCdcalbaltw,http://www.youtube.com/channel/UCBU8GKSd4NY0wCdcalbaltw,ETTV 이티티비
UCBX__dPYqDFqAN4QcWbnUbw,http://www.youtube.com/channel/UCBX__dPYqDFqAN4QcWbnUbw,Ras Mic
UCBXxE4j4IW6OHUKq_93opdw,http://www.youtube.com/channel/UCBXxE4j4IW6OHUKq_93opdw,Felipe D'Paula
UCBi2mrWuNuyYy4gbM6fU18Q,http://www.youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
UCBnIE7hx2BxjKsWmCpA-uDA,http://www.youtube.com/channel/UCBnIE7hx2BxjKsWmCpA-uDA,Academy of Model Aeronautics
UCBo9TLJiZ5HI5CXFsCxOhmA,http://www.youtube.com/channel/UCBo9TLJiZ5HI5CXFsCxOhmA,Gone with the Wynns
UCBr1IoxBAF9RDPdTzb6459g,http://www.youtube.com/channel/UCBr1IoxBAF9RDPdTzb6459g,Volo Builds
UCBsnrIxRafAMWTujeIsTp1A,http://www.youtube.com/channel/UCBsnrIxRafAMWTujeIsTp1A,Vanader
UCBsuOBu-dxj5bx1KMgmar5g,http://www.youtube.com/channel/UCBsuOBu-dxj5bx1KMgmar5g,TheHappieCat
UCC0O5FKSMcjzrvOUa08hS_A,http://www.youtube.com/channel/UCC0O5FKSMcjzrvOUa08hS_A,Michael Automates
UCC3MTX9_0JBzoKngECOX4Rw,http://www.youtube.com/channel/UCC3MTX9_0JBzoKngECOX4Rw,Lauren Landers
UCC4ia3u-8NpqmqYYojVjHeA,http://www.youtube.com/channel/UCC4ia3u-8NpqmqYYojVjHeA,Anthony Panza
UCCABNvVKvXxO-YqdS9CM8WA,http://www.youtube.com/channel/UCCABNvVKvXxO-YqdS9CM8WA,Mighty Pursuit
UCCG-FE0oqJEkLvm1MgLE_Sg,http://www.youtube.com/channel/UCCG-FE0oqJEkLvm1MgLE_Sg,THE EMMAUS TABLE
UCCZVmatSqIMTTB8uExk8xEg,http://www.youtube.com/channel/UCCZVmatSqIMTTB8uExk8xEg,London Real
UCCamVhi5wQkjdnXHJJSjmNw,http://www.youtube.com/channel/UCCamVhi5wQkjdnXHJJSjmNw,Independent POV
UCCjG8NtOig0USdrT5D1FpxQ,http://www.youtube.com/channel/UCCjG8NtOig0USdrT5D1FpxQ,NewsNation
UCClCA8_hFT4la9IW6JqXuvA,http://www.youtube.com/channel/UCClCA8_hFT4la9IW6JqXuvA,POV Cocinero MX
UCCsREoj8rSRkEvxWqxr74rQ,http://www.youtube.com/channel/UCCsREoj8rSRkEvxWqxr74rQ,Cybernews
UCCvcd0FYi58LwyTQP9LITpA,http://www.youtube.com/channel/UCCvcd0FYi58LwyTQP9LITpA,Soft White Underbelly
UCCwUTfKeDj4p9uTNrn9U6Sw,http://www.youtube.com/channel/UCCwUTfKeDj4p9uTNrn9U6Sw,BBC Archive
UCDBEEvZAvFW7oP-QHUgE3GQ,http://www.youtube.com/channel/UCDBEEvZAvFW7oP-QHUgE3GQ,HackStation
UCDLSaWsECz93uRk8m7ZtN5A,http://www.youtube.com/channel/UCDLSaWsECz93uRk8m7ZtN5A,Dan Peña
UCDQZLXNikmIsD-JeMwoETwQ,http://www.youtube.com/channel/UCDQZLXNikmIsD-JeMwoETwQ,Tech Overseas
UCDTINI9skkeZNY2ZXnBqIkQ,http://www.youtube.com/channel/UCDTINI9skkeZNY2ZXnBqIkQ,Eva zu Beck
UCDVt6xCSRx3dqr_SGgc1hng,http://www.youtube.com/channel/UCDVt6xCSRx3dqr_SGgc1hng,Instantly
UCDYASBY_QcSKGx2LZcPT70w,http://www.youtube.com/channel/UCDYASBY_QcSKGx2LZcPT70w,Jelani. The Builder.
UCDk8eedXBE7Ohnxoa8vilFw,http://www.youtube.com/channel/UCDk8eedXBE7Ohnxoa8vilFw,SAILING into FREEDOM
UCDkQHZ3NVI4ndHLW4Wpmbfw,http://www.youtube.com/channel/UCDkQHZ3NVI4ndHLW4Wpmbfw,Neil Stephenson | No-Code AI & Automation
UCDpg-x8jI4T5Kk4h2jE00mQ,http://www.youtube.com/channel/UCDpg-x8jI4T5Kk4h2jE00mQ,Alluring Arctic Sailing
UCDqZyVCTwg9UyRWKgQ7Gizg,http://www.youtube.com/channel/UCDqZyVCTwg9UyRWKgQ7Gizg,Stefan Rows
UCDr-9ViL8OpJsOXXrY1bbOw,http://www.youtube.com/channel/UCDr-9ViL8OpJsOXXrY1bbOw,Layla at ProcessDriven
UCDsElQQt_gCZ9LgnW-7v-cQ,http://www.youtube.com/channel/UCDsElQQt_gCZ9LgnW-7v-cQ,Kirsten Dirksen
UCDyOn-5cBXWvXUlD6fly6aw,http://www.youtube.com/channel/UCDyOn-5cBXWvXUlD6fly6aw,Olivia
UCE5Uu3nZlVbTur6xwhdoKhg,http://www.youtube.com/channel/UCE5Uu3nZlVbTur6xwhdoKhg,BTG Pactual
UCEBb1b_L6zDS3xTUrIALZOw,http://www.youtube.com/channel/UCEBb1b_L6zDS3xTUrIALZOw,MIT OpenCourseWare
UCED3hlYdD0SlCff7jJ8tF3Q,http://www.youtube.com/channel/UCED3hlYdD0SlCff7jJ8tF3Q,AI Samson
UCEFLuo9AR7268-qJj1FkmSw,http://www.youtube.com/channel/UCEFLuo9AR7268-qJj1FkmSw,Speak Confident English
UCEIQIAhI4vdljs7zkr4XOww,http://www.youtube.com/channel/UCEIQIAhI4vdljs7zkr4XOww,Mister Bennetts
UCENTmbKaTphpWV2R2evVz2A,http://www.youtube.com/channel/UCENTmbKaTphpWV2R2evVz2A,James Montemagno
UCENTr1A7rKoV8xZNhHbHgPQ,http://www.youtube.com/channel/UCENTr1A7rKoV8xZNhHbHgPQ,Leonardo Abreu
UCENdrrK5sWM-RV5nTLwBNXw,http://www.youtube.com/channel/UCENdrrK5sWM-RV5nTLwBNXw,The Howard Stern Show
UCEQXp_fcqwPcqrzNtWJ1w9w,http://www.youtube.com/channel/UCEQXp_fcqwPcqrzNtWJ1w9w,Logos By Nick
UCESLZhusAkFfsNsApnjF_Cg,http://www.youtube.com/channel/UCESLZhusAkFfsNsApnjF_Cg,All-In Podcast
UCETyhmgxupv93Ix4VnIiQJQ,http://www.youtube.com/channel/UCETyhmgxupv93Ix4VnIiQJQ,Italia Squisita
UCEUYW6zm6KnUxPcwY1D8HsQ,http://www.youtube.com/channel/UCEUYW6zm6KnUxPcwY1D8HsQ,Eimy’s Hawaii Happy life 🏄🏻
UCEf5U1dB5a2e2S-XUlnhxSA,http://www.youtube.com/channel/UCEf5U1dB5a2e2S-XUlnhxSA,Diolinux
UCEmA3ihgSq4BQL3slf3v7Qw,http://www.youtube.com/channel/UCEmA3ihgSq4BQL3slf3v7Qw,Tamara Klink
UCEuMk4IKONpXpe9gBphqVUw,http://www.youtube.com/channel/UCEuMk4IKONpXpe9gBphqVUw,Shayna Terese Taylor 
UCEzrs7gK6Nf6t_tadEprzxQ,http://www.youtube.com/channel/UCEzrs7gK6Nf6t_tadEprzxQ,aiwithbrandon
UCF2v8v8te3_u4xhIQ8tGy1g,http://www.youtube.com/channel/UCF2v8v8te3_u4xhIQ8tGy1g,Noah Kagan
UCF4xKWRRSuOo4pkOgn91Tdg,http://www.youtube.com/channel/UCF4xKWRRSuOo4pkOgn91Tdg,Sailing Magic Carpet
UCFFEkXjjbBqKS4YgMEUekoQ,http://www.youtube.com/channel/UCFFEkXjjbBqKS4YgMEUekoQ,Diego Menin
UCFQ6Gptuq-sLflbJ4YY3Umw,http://www.youtube.com/channel/UCFQ6Gptuq-sLflbJ4YY3Umw,Rebel Wisdom
UCFQMnBA3CS502aghlcr0_aw,http://www.youtube.com/channel/UCFQMnBA3CS502aghlcr0_aw,Coffeezilla
UCFUWcce_D9zTeRx6L0rasvw,http://www.youtube.com/channel/UCFUWcce_D9zTeRx6L0rasvw,CNBC Ambition
UCFcvbilqe6AsHiRXRXBCr7w,http://www.youtube.com/channel/UCFcvbilqe6AsHiRXRXBCr7w,Positive couple. Позитивная парочка.
UCFeUyPY6W8qX8w2o6oSiRmw,http://www.youtube.com/channel/UCFeUyPY6W8qX8w2o6oSiRmw,Official Pink Panther
UCFig7skuwYrCIGy0tuZHA2Q,http://www.youtube.com/channel/UCFig7skuwYrCIGy0tuZHA2Q,Sean Kochel
UCFkDAsyfvgxqNyue4F4HHww,http://www.youtube.com/channel/UCFkDAsyfvgxqNyue4F4HHww,Essential Truth
UCFtT1iprTreAUgZPaS5jmBA,http://www.youtube.com/channel/UCFtT1iprTreAUgZPaS5jmBA,Momofuku
UCFv_fMg2ENc2_6qWmy5I4nQ,http://www.youtube.com/channel/UCFv_fMg2ENc2_6qWmy5I4nQ,Mr Kristof
UCFw1qLNT4tw321EyssMXC8w,http://www.youtube.com/channel/UCFw1qLNT4tw321EyssMXC8w,Echoboom Sports
UCFzEG7N47dktszRxdfOHJdA,http://www.youtube.com/channel/UCFzEG7N47dktszRxdfOHJdA,Fausto Botelho
UCG4IsPelLNPJZrL7sqZmBPQ,http://www.youtube.com/channel/UCG4IsPelLNPJZrL7sqZmBPQ,Premier 1 Driver
UCG98giOsUxIlXV0rNUhxLew,http://www.youtube.com/channel/UCG98giOsUxIlXV0rNUhxLew,Ryan Serhant
UCGADft_i4N1U5nXlfr2424A,http://www.youtube.com/channel/UCGADft_i4N1U5nXlfr2424A,Boxoffice | NEW Full Movies in English
UCGBoWe1mzCvbbqDNncmxm8A,http://www.youtube.com/channel/UCGBoWe1mzCvbbqDNncmxm8A,FINAiUS
UCGBpxWJr9FNOcFYA5GkKrMg,http://www.youtube.com/channel/UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room
UCGHQa0DgRNGD8IMxURoCXRg,http://www.youtube.com/channel/UCGHQa0DgRNGD8IMxURoCXRg,MrSeven
UCGQF_Hi3bNjF-HyhQqCdY2Q,http://www.youtube.com/channel/UCGQF_Hi3bNjF-HyhQqCdY2Q,Akshat Luthra
UCGYSq4b4DXmtK4jyq6r-FYg,http://www.youtube.com/channel/UCGYSq4b4DXmtK4jyq6r-FYg,Vatican News - Português
UCGa2HntpFv0zvMGyg-D6ygA,http://www.youtube.com/channel/UCGa2HntpFv0zvMGyg-D6ygA,Kylie Flavell
UCGcqYZ1T0CJ6bwaPrENM5qQ,http://www.youtube.com/channel/UCGcqYZ1T0CJ6bwaPrENM5qQ,Uaradei
UCGeBogGDZ9W3dsGx-mWQGJA,http://www.youtube.com/channel/UCGeBogGDZ9W3dsGx-mWQGJA,IMPAULSIVE
UCGluwQk6s9QXVQozEDdWCcQ,http://www.youtube.com/channel/UCGluwQk6s9QXVQozEDdWCcQ,Imran Siddiq - Web Squadron
UCGp4u0WHLsK8OAxnvwiTyhA,http://www.youtube.com/channel/UCGp4u0WHLsK8OAxnvwiTyhA,British Pathé
UCGpsgNbzdF7BECCVbB1COHw,http://www.youtube.com/channel/UCGpsgNbzdF7BECCVbB1COHw,Julian Goldie SEO
UCGq-a57w-aPwyi3pW7XLiHw,http://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO
UCGs-2tzZGBnx7n8NMqJCe_w,http://www.youtube.com/channel/UCGs-2tzZGBnx7n8NMqJCe_w,Convocore
UCGttrUON87gWfU6dMWm1fcA,http://www.youtube.com/channel/UCGttrUON87gWfU6dMWm1fcA,Tucker Carlson
UCGxIAAnrhkCy6H2DRz-t6Qw,http://www.youtube.com/channel/UCGxIAAnrhkCy6H2DRz-t6Qw,Tim Explica
UCGy7SkBjcIAgTiwkXEtPnYg,http://www.youtube.com/channel/UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh
UCGyhR_EVkcAlo15wxtuL4cQ,http://www.youtube.com/channel/UCGyhR_EVkcAlo15wxtuL4cQ,Kiana Weltzien
UCH2_Jj8m4Zbe26UMlGG_LVA,http://www.youtube.com/channel/UCH2_Jj8m4Zbe26UMlGG_LVA,Kevin Talbot
UCH5_L3ytGbBziX0CLuYdQ1Q,http://www.youtube.com/channel/UCH5_L3ytGbBziX0CLuYdQ1Q,CNBC Make It
UCH8oU2QSpVVe2L4hHN3Ft6g,http://www.youtube.com/channel/UCH8oU2QSpVVe2L4hHN3Ft6g,Jesus.net
UCHK357UDDmL6EMTb4YPE7ew,http://www.youtube.com/channel/UCHK357UDDmL6EMTb4YPE7ew,GEORGY KAVKAZ
UCHKZdDf09_8vVHm102fu0sg,http://www.youtube.com/channel/UCHKZdDf09_8vVHm102fu0sg,Essentia Foundation
UCHMqqG1C_Q1dR7DyRupZzMw,http://www.youtube.com/channel/UCHMqqG1C_Q1dR7DyRupZzMw,Workmanship 워크맨쉽
UCHZ-NWzcaa4lFT9NjP4T4pg,http://www.youtube.com/channel/UCHZ-NWzcaa4lFT9NjP4T4pg,Bring Your Own Laptop
UCHbVNPYogpBB4G0kE2j4r1Q,http://www.youtube.com/channel/UCHbVNPYogpBB4G0kE2j4r1Q,Royal Huisman
UCHnyfMqiRRG1u-2MsSQLbXA,http://www.youtube.com/channel/UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium
UCHv1XUF2bBqt3AJu8msC-Gw,http://www.youtube.com/channel/UCHv1XUF2bBqt3AJu8msC-Gw,BORA
UCHz6Sne9splmvm-q2w1_HWQ,http://www.youtube.com/channel/UCHz6Sne9splmvm-q2w1_HWQ,Becodemy
UCI2vARfnxD-rl5KefxRH_GA,http://www.youtube.com/channel/UCI2vARfnxD-rl5KefxRH_GA,Ai Fascinated
UCI3piq8d3bmKqPX54oIQX7w,http://www.youtube.com/channel/UCI3piq8d3bmKqPX54oIQX7w,ProLabz
UCI7rUnZ3L-52fGDv4uDB4TQ,http://www.youtube.com/channel/UCI7rUnZ3L-52fGDv4uDB4TQ,Empreendedor Serial
UCIALMKvObZNtJ6AmdCLP7Lg,http://www.youtube.com/channel/UCIALMKvObZNtJ6AmdCLP7Lg,Bloomberg Television
UCIBaDdAbGlFDeS33shmlD0A,http://www.youtube.com/channel/UCIBaDdAbGlFDeS33shmlD0A,"European Space Agency, ESA"
UCIBgYfDjtWlbJhg--Z4sOgQ,http://www.youtube.com/channel/UCIBgYfDjtWlbJhg--Z4sOgQ,Garry Tan
UCIHdDJ0tjn_3j-FS7s_X1kQ,http://www.youtube.com/channel/UCIHdDJ0tjn_3j-FS7s_X1kQ,Valuetainment
UCIIcUq-DNRXGoADi8slTSyg,http://www.youtube.com/channel/UCIIcUq-DNRXGoADi8slTSyg,BBC Maestro
UCIKFBvN2AdGSA5iO5OUhahg,http://www.youtube.com/channel/UCIKFBvN2AdGSA5iO5OUhahg,Cassidy's Sailing Trawler
UCIMXKin1fXXCeq2UJePJEog,http://www.youtube.com/channel/UCIMXKin1fXXCeq2UJePJEog,My Self Reliance
UCINNltdeeZ9uf1Y8mSgnX2w,http://www.youtube.com/channel/UCINNltdeeZ9uf1Y8mSgnX2w,Regata News
UCIQkBKrVVisOHPBl5KM5n-Q,http://www.youtube.com/channel/UCIQkBKrVVisOHPBl5KM5n-Q,Dá Play!
UCIVAz0HAz5a_CRlJdV4yRFw,http://www.youtube.com/channel/UCIVAz0HAz5a_CRlJdV4yRFw,Josh Pocock
UCIcsyW5rnZofseMdrJUKMhQ,http://www.youtube.com/channel/UCIcsyW5rnZofseMdrJUKMhQ,Captain Rick Moore
UCIe2pR6PE0dae9BunJ38F7w,http://www.youtube.com/channel/UCIe2pR6PE0dae9BunJ38F7w,Dr. Sten Ekberg
UCIhBhRpaWD3-n8YKZcEtR6Q,http://www.youtube.com/channel/UCIhBhRpaWD3-n8YKZcEtR6Q,Helio Arreche - VibeCoding
UCIjUPDT85E1zkO_a6EGLeDQ,http://www.youtube.com/channel/UCIjUPDT85E1zkO_a6EGLeDQ,Origin
UCJ6q9Ie29ajGqKApbLqfBOg,http://www.youtube.com/channel/UCJ6q9Ie29ajGqKApbLqfBOg,Black Hat
UCJ6tJAU-6N68ZhTRXyY0Tnw,http://www.youtube.com/channel/UCJ6tJAU-6N68ZhTRXyY0Tnw,The O'Kellys
UCJ9905MRHxwLZ2jeNQGIWxA,http://www.youtube.com/channel/UCJ9905MRHxwLZ2jeNQGIWxA,Microsoft Mechanics
UCJBiGIq-OKitEKi-e37_f2g,http://www.youtube.com/channel/UCJBiGIq-OKitEKi-e37_f2g,Pelagic Expeditions
UCJHAT3Uvv-g3I8H3GhHWV7w,http://www.youtube.com/channel/UCJHAT3Uvv-g3I8H3GhHWV7w,"Ryan Hall, Y'all"
UCJHA_jMfCvEnv-3kRjTCQXw,http://www.youtube.com/channel/UCJHA_jMfCvEnv-3kRjTCQXw,Binging with Babish
UCJIgxbCkaAKgYEtpB54oT-w,http://www.youtube.com/channel/UCJIgxbCkaAKgYEtpB54oT-w,BJJ STARS OFICIAL
UCJJEmd9qpnYTXxpp7kqSI5w,http://www.youtube.com/channel/UCJJEmd9qpnYTXxpp7kqSI5w,histórias do cristianismo
UCJJqeW8My07X2r_WXokg-Cw,http://www.youtube.com/channel/UCJJqeW8My07X2r_WXokg-Cw,Mike Powers
UCJL_hSRHW8414diAIleErnw,http://www.youtube.com/channel/UCJL_hSRHW8414diAIleErnw,Yifan - Beyond the Hype
UCJbuO-k1LvwxUB5bNhbWSCA,http://www.youtube.com/channel/UCJbuO-k1LvwxUB5bNhbWSCA,Filipe Detrey
UCJla_9zDYTxVRGoiBkZ0dGg,http://www.youtube.com/channel/UCJla_9zDYTxVRGoiBkZ0dGg,Apollo
UCJquYOG5EL82sKTfH9aMA9Q,http://www.youtube.com/channel/UCJquYOG5EL82sKTfH9aMA9Q,Rick Beato
UCK182gUmCIzLD6V7KlKFN5w,http://www.youtube.com/channel/UCK182gUmCIzLD6V7KlKFN5w,Lumine
UCK2IvRB36OUwXwMRD1iDmvg,http://www.youtube.com/channel/UCK2IvRB36OUwXwMRD1iDmvg,Nodus Labs
UCK4AOYSWvdrgtKDEDDB6mMA,http://www.youtube.com/channel/UCK4AOYSWvdrgtKDEDDB6mMA,"Sao Paulo Nas Alturas , por Raul Juste Lores"
UCK5RRQ3TdwAbbCWrtnXsN3Q,http://www.youtube.com/channel/UCK5RRQ3TdwAbbCWrtnXsN3Q,NetMovies
UCK7tptUDHh-RYDsdxO1-5QQ,http://www.youtube.com/channel/UCK7tptUDHh-RYDsdxO1-5QQ,The Wall Street Journal
UCK8sQmJBp8GCxrOtXWBpyEA,http://www.youtube.com/channel/UCK8sQmJBp8GCxrOtXWBpyEA,Google
UCKFID_Lqj9hw2jlZvgNcDkg,http://www.youtube.com/channel/UCKFID_Lqj9hw2jlZvgNcDkg,Online Yoga Teaching
UCKFjNynYRgDfnSIXzELPqTA,http://www.youtube.com/channel/UCKFjNynYRgDfnSIXzELPqTA,Free Documentary - Engineering
UCKGe7fZ_S788Jaspxg-_5Sg,http://www.youtube.com/channel/UCKGe7fZ_S788Jaspxg-_5Sg,PC Security Channel
UCKJyv_uNh3LhYFKmwaB63bA,http://www.youtube.com/channel/UCKJyv_uNh3LhYFKmwaB63bA,Harvard Online
UCKMHx6oql3OUKzG20D2YM9Q,http://www.youtube.com/channel/UCKMHx6oql3OUKzG20D2YM9Q,Trip TV
UCKTDvFlpaJ4_m5ChbimrJow,http://www.youtube.com/channel/UCKTDvFlpaJ4_m5ChbimrJow,Gigacast
UCKXIjtP4ty_zTSmf3YAixaA,http://www.youtube.com/channel/UCKXIjtP4ty_zTSmf3YAixaA,Coastal Chaos Adventures
UCKdVW7Np-9l3CM5daYcGEAw,http://www.youtube.com/channel/UCKdVW7Np-9l3CM5daYcGEAw,Provoca
UCKo-NbWOxnxBnU41b-AoKeA,http://www.youtube.com/channel/UCKo-NbWOxnxBnU41b-AoKeA,SURFER
UCKtLCF9tFLgi-FOlYvXdLSQ,http://www.youtube.com/channel/UCKtLCF9tFLgi-FOlYvXdLSQ,Hollywood Zone
UCL5SFjxBeZcxnxETXM53iMg,http://www.youtube.com/channel/UCL5SFjxBeZcxnxETXM53iMg,Emery Wallerich
UCL8nrNkZhsRq6OFHq4w06kQ,http://www.youtube.com/channel/UCL8nrNkZhsRq6OFHq4w06kQ,GetOutside - Ale & Duda
UCLENJiWkNzvlYhzGpycjOaQ,http://www.youtube.com/channel/UCLENJiWkNzvlYhzGpycjOaQ,Stevescooking
UCLGNeElk4sNgzUrZr0c9krA,http://www.youtube.com/channel/UCLGNeElk4sNgzUrZr0c9krA,Chef Jean-Pierre
UCLJcPtF9ylShScEeyKkWAng,http://www.youtube.com/channel/UCLJcPtF9ylShScEeyKkWAng,Just Dream Italy
UCLJkh3QjHsLtK0LZFd28oGg,http://www.youtube.com/channel/UCLJkh3QjHsLtK0LZFd28oGg,Fernando Ulrich
UCLMpnP2ZqJmmRmlVTU2RdkQ,http://www.youtube.com/channel/UCLMpnP2ZqJmmRmlVTU2RdkQ,Yara Tibirica
UCLOqStDCKZNvN_8Oqu2emGA,http://www.youtube.com/channel/UCLOqStDCKZNvN_8Oqu2emGA,Padre Reginaldo Manzotti
UCLXl1V6n82Dyg1VhVgSL0nw,http://www.youtube.com/channel/UCLXl1V6n82Dyg1VhVgSL0nw,Aviões e Músicas
UCL_f53ZEJxp8TtlOkHwMV9Q,http://www.youtube.com/channel/UCL_f53ZEJxp8TtlOkHwMV9Q,Jordan B Peterson
UCLc5Bq2yfs-S3Zse3ZFRMEQ,http://www.youtube.com/channel/UCLc5Bq2yfs-S3Zse3ZFRMEQ,Sujeito programador
UCLjodVTY_kZzd3cQ7D82DhA,http://www.youtube.com/channel/UCLjodVTY_kZzd3cQ7D82DhA,Kevin Samuels
UCLmaR7ew57x0XJEe_-REUyg,http://www.youtube.com/channel/UCLmaR7ew57x0XJEe_-REUyg,Book Club Radio
UCLnr9MzQ_v_a_OPmJkye5lA,http://www.youtube.com/channel/UCLnr9MzQ_v_a_OPmJkye5lA,MandRproductions
UCLq8gNoee7oXM7MvTdjyQvA,http://www.youtube.com/channel/UCLq8gNoee7oXM7MvTdjyQvA,Vercel
UCLqo2DmZgudRfnAb6i94W_g,http://www.youtube.com/channel/UCLqo2DmZgudRfnAb6i94W_g,Matheus da Zion | Agencia de IA
UCLtbiTzd7aipEnYxrynMotg,http://www.youtube.com/channel/UCLtbiTzd7aipEnYxrynMotg,Futurum Talks
UCLv7Gzc3VTO6ggFlXY0sOyw,http://www.youtube.com/channel/UCLv7Gzc3VTO6ggFlXY0sOyw,Harvard University
UCLwNTXWEjVd2qIHLcXxQWxA,http://www.youtube.com/channel/UCLwNTXWEjVd2qIHLcXxQWxA,Timcast IRL
UCM3vJxmuJJkk1r0yzFI9eZg,http://www.youtube.com/channel/UCM3vJxmuJJkk1r0yzFI9eZg,Investidor Sardinha l Raul Sena
UCM3yO1T4b44gIlSWc-XzC1g,http://www.youtube.com/channel/UCM3yO1T4b44gIlSWc-XzC1g,Seth Hynes (The Sailing Family)
UCMH0TPU6urCvXjHELzSAX7w,http://www.youtube.com/channel/UCMH0TPU6urCvXjHELzSAX7w,SP80 Record
UCMLgHbpJ8qYqj3CkdbvC0Ww,http://www.youtube.com/channel/UCMLgHbpJ8qYqj3CkdbvC0Ww,Fran Blanche
UCMMCy1le81jHY8rwcaqQrtA,http://www.youtube.com/channel/UCMMCy1le81jHY8rwcaqQrtA,Zilla-Verse GuruJi
UCMNLnU40W02w8bdtUkn3zhA,http://www.youtube.com/channel/UCMNLnU40W02w8bdtUkn3zhA,Sailing Aquarius Around The World
UCMP9KwktO3lFeMozObSgxFg,http://www.youtube.com/channel/UCMP9KwktO3lFeMozObSgxFg,GooDMooD
UCMT7Hse3Z1-fX8wERMgwoSA,http://www.youtube.com/channel/UCMT7Hse3Z1-fX8wERMgwoSA,Healthy Desserts by Magda
UCMV-DahZ8Qme1vFLaLmJEmA,http://www.youtube.com/channel/UCMV-DahZ8Qme1vFLaLmJEmA,The SoCal Sound
UCMV3aTOwUtG5vwfH9_rzb2w,http://www.youtube.com/channel/UCMV3aTOwUtG5vwfH9_rzb2w,Spark
UCMcoud_ZW7cfxeIugBflSBw,http://www.youtube.com/channel/UCMcoud_ZW7cfxeIugBflSBw,Riley Brown
UCMjyLTgfDR9MnREIpcWk95w,http://www.youtube.com/channel/UCMjyLTgfDR9MnREIpcWk95w,Sergio & Rhoda in Israel
UCMlK5j8VTQHD21a79_cnZxA,http://www.youtube.com/channel/UCMlK5j8VTQHD21a79_cnZxA,Jasmine Hardie
UCMm15RFnHUvM-aSc50e7R9A,http://www.youtube.com/channel/UCMm15RFnHUvM-aSc50e7R9A,CoderOne
UCMq1R1LgS04lIKdpLh_OS1w,http://www.youtube.com/channel/UCMq1R1LgS04lIKdpLh_OS1w,Wes McDowell
UCMrSZUpePOR3wNy_i36Yy8g,http://www.youtube.com/channel/UCMrSZUpePOR3wNy_i36Yy8g,Mário Mac Sete | Inteligência Artificial
UCMuMtNL3bLLEJ__u0kuEb-A,http://www.youtube.com/channel/UCMuMtNL3bLLEJ__u0kuEb-A,DØVYDAS
UCN3me_2IdGN5C0QV5PubDlQ,http://www.youtube.com/channel/UCN3me_2IdGN5C0QV5PubDlQ,PalmBeachPost
UCN7D80fY9xMYu5mHhUhXEFw,http://www.youtube.com/channel/UCN7D80fY9xMYu5mHhUhXEFw,Moon Dev
UCN9wfWdEgkINbJiEUCL-h-Q,http://www.youtube.com/channel/UCN9wfWdEgkINbJiEUCL-h-Q,Henrique Oliveira (Henrique M. Oliveira)
UCNGP_YEGhkuvTx1MagbnkcA,http://www.youtube.com/channel/UCNGP_YEGhkuvTx1MagbnkcA,Sailing Kelpie
UCNGkfX_LbiVzgzU_oAg_HTQ,http://www.youtube.com/channel/UCNGkfX_LbiVzgzU_oAg_HTQ,Hungry Man Kitchen
UCNMZWa1QP42jHrmmzayFEeg,http://www.youtube.com/channel/UCNMZWa1QP42jHrmmzayFEeg,GracieBreakdown
UCNSoT26yvtQi2OIX3wX1azA,http://www.youtube.com/channel/UCNSoT26yvtQi2OIX3wX1azA, The Science and Cocktails Foundation
UCNTqu16j3F6RbtHZI-3untg,http://www.youtube.com/channel/UCNTqu16j3F6RbtHZI-3untg,Glink
